text,condition,record_type,clean_text
My dog seems to have lost coordination in his hind limbs.,Mobility Problems,Owner Observation,My dog seems to have lost coordination in his hind limbs.
"Dog ate chocolate, now vomiting and hyperactive.",Digestive Issues,Owner Observation,"Dog ate chocolate, now vomiting and hyperactive."
Ferret is rubbing its body against furniture frequently.,Skin Irritations,Owner Observation,Ferret is rubbing its body against furniture frequently.
My dog might have gotten water in his ear during his bath.,Ear Infections,Owner Observation,My dog might have gotten water in his ear during his bath.
Found multiple ticks on my dog after a walk in the woods.,Parasites,Owner Observation,Found multiple ticks on my dog after a walk in the woods.
There's a foul odor coming from my cat's ears.,Ear Infections,Owner Observation,There's a foul odor coming from my cat's ears.
Puppy is being treated for Sarcoptic mange (scabies).,Parasites,Owner Observation,Puppy is being treated for Sarcoptic mange (scabies).
Rabbit has stopped grooming itself and looks unkempt.,Digestive Issues,Owner Observation,Rabbit has stopped grooming itself and looks unkempt.
"Cat's ears are very itchy and painful, she cries when I touch them.",Parasites,Owner Observation,"Cat's ears are very itchy and painful, she cries when I touch them."
Cat has a soft tissue injury (sprain/strain).,Mobility Problems,Owner Observation,Cat has a soft tissue injury (sprain/strain).
The dog keeps licking one spot on his front leg until it's raw.,Skin Irritations,Owner Observation,The dog keeps licking one spot on his front leg until it's raw.
Cat walks very slowly and cautiously.,Mobility Problems,Owner Observation,Cat walks very slowly and cautiously.
"My cat has Toxoplasma, I'm pregnant and concerned.",Parasites,Owner Observation,"My cat has Toxoplasma, I'm pregnant and concerned."
My puppy has dandruff only a few days after a bath.,Skin Irritations,Owner Observation,My puppy has dandruff only a few days after a bath.
My cat tested positive for Giardia after having diarrhea.,Parasites,Owner Observation,My cat tested positive for Giardia after having diarrhea.
My dog's paw pads are cracked and bleeding.,Skin Irritations,Owner Observation,My dog's paw pads are cracked and bleeding.
"My puppy seems to have a sensitive stomach, gets diarrhea easily.",Digestive Issues,Owner Observation,"My puppy seems to have a sensitive stomach, gets diarrhea easily."
My cat's ear infection is resistant to multiple antibiotics.,Ear Infections,Owner Observation,My cat's ear infection is resistant to multiple antibiotics.
Cat developed sudden loss of balance and circling.,Ear Infections,Owner Observation,Cat developed sudden loss of balance and circling.
"My dog has scabies, and now I'm itchy too!",Parasites,Owner Observation,"My dog has scabies, and now I'm itchy too!"
"Dog ate grapes off the counter, now vomiting.",Digestive Issues,Owner Observation,"Dog ate grapes off the counter, now vomiting."
"Dog has oily, smelly skin, especially along the back.",Skin Irritations,Owner Observation,"Dog has oily, smelly skin, especially along the back."
My dog's ear infections are a chronic problem requiring ongoing care.,Ear Infections,Owner Observation,My dog's ear infections are a chronic problem requiring ongoing care.
Cat's ear canal looks very narrow.,Ear Infections,Owner Observation,Cat's ear canal looks very narrow.
My dog contracted Babesia from a tick.,Parasites,Owner Observation,My dog contracted Babesia from a tick.
Rabbit has E. cuniculi infection causing neurological/mobility issues.,Mobility Problems,Owner Observation,Rabbit has E. cuniculi infection causing neurological/mobility issues.
"My dog suddenly couldn't stand up this morning, crying in pain.",Mobility Problems,Owner Observation,"My dog suddenly couldn't stand up this morning, crying in pain."
Cat reacted painfully when the vet extended her hind legs.,Mobility Problems,Owner Observation,Cat reacted painfully when the vet extended her hind legs.
"My cat only poops every 3-4 days, and the stool is very hard.",Digestive Issues,Owner Observation,"My cat only poops every 3-4 days, and the stool is very hard."
Guinea pig has flaky skin around its eyes.,Skin Irritations,Owner Observation,Guinea pig has flaky skin around its eyes.
My budgie has crusty growths around its beak and legs.,Parasites,Owner Observation,My budgie has crusty growths around its beak and legs.
My cat has developed small scabs scattered throughout her coat.,Skin Irritations,Owner Observation,My cat has developed small scabs scattered throughout her coat.
"Cat's claws seem overgrown, maybe not scratching post due to pain.",Mobility Problems,Owner Observation,"Cat's claws seem overgrown, maybe not scratching post due to pain."
My rabbit stopped eating hay and seems lethargic.,Digestive Issues,Owner Observation,My rabbit stopped eating hay and seems lethargic.
Cat developed arthritis in her elbow after an old fracture.,Mobility Problems,Owner Observation,Cat developed arthritis in her elbow after an old fracture.
"Dog's limp is barely noticeable after warming up, but bad when first rising.",Mobility Problems,Owner Observation,"Dog's limp is barely noticeable after warming up, but bad when first rising."
Dog is licking the air and swallowing repeatedly.,Digestive Issues,Owner Observation,Dog is licking the air and swallowing repeatedly.
Ferret is vomiting undigested food shortly after eating.,Digestive Issues,Owner Observation,Ferret is vomiting undigested food shortly after eating.
Cat cries out when I pick her up around her hips.,Mobility Problems,Owner Observation,Cat cries out when I pick her up around her hips.
My ferret shakes its head after cleaning.,Ear Infections,Owner Observation,My ferret shakes its head after cleaning.
Puppy has moisture in his ears after playing in water.,Ear Infections,Owner Observation,Puppy has moisture in his ears after playing in water.
My dog has osteosarcoma (bone cancer).,Mobility Problems,Owner Observation,My dog has osteosarcoma (bone cancer).
The skin inside my dog's ears looks red and inflamed.,Ear Infections,Owner Observation,The skin inside my dog's ears looks red and inflamed.
Ferret suddenly became paralyzed in the back legs.,Mobility Problems,Owner Observation,Ferret suddenly became paralyzed in the back legs.
Dog is retching forcefully but producing nothing.,Digestive Issues,Owner Observation,Dog is retching forcefully but producing nothing.
Rabbit is scratching the base of its ears.,Ear Infections,Owner Observation,Rabbit is scratching the base of its ears.
Rabbit is dragging one of its back legs.,Mobility Problems,Owner Observation,Rabbit is dragging one of its back legs.
Dog has developed resistance to several types of ear drops.,Ear Infections,Owner Observation,Dog has developed resistance to several types of ear drops.
Puppy walks with a 'bunny hop' gait.,Mobility Problems,Owner Observation,Puppy walks with a 'bunny hop' gait.
My guinea pig is losing hair symmetrically on both sides.,Skin Irritations,Owner Observation,My guinea pig is losing hair symmetrically on both sides.
Ferret is shaking its head due to ear mite irritation.,Parasites,Owner Observation,Ferret is shaking its head due to ear mite irritation.
"Dog has developed moist, red patches under his collar.",Skin Irritations,Owner Observation,"Dog has developed moist, red patches under his collar."
My rabbit has developed a large abscess under its chin.,Skin Irritations,Owner Observation,My rabbit has developed a large abscess under its chin.
My rabbit has discharge from its eye on the same side as the droopy ear.,Ear Infections,Owner Observation,My rabbit has discharge from its eye on the same side as the droopy ear.
"My cat brings food back up almost immediately after eating, looks undigested.",Digestive Issues,Owner Observation,"My cat brings food back up almost immediately after eating, looks undigested."
My guinea pig has sores on the bottoms of its feet.,Skin Irritations,Owner Observation,My guinea pig has sores on the bottoms of its feet.
"Guinea pig seems lethargic and thin, maybe internal parasites?",Parasites,Owner Observation,"Guinea pig seems lethargic and thin, maybe internal parasites?"
"Dog has thickened, rough skin inside the ear canal (cobblestone appearance).",Ear Infections,Owner Observation,"Dog has thickened, rough skin inside the ear canal (cobblestone appearance)."
My rabbit caught fleas from our dog.,Parasites,Owner Observation,My rabbit caught fleas from our dog.
"My cat has what looks like dandruff, but it moves.",Skin Irritations,Owner Observation,"My cat has what looks like dandruff, but it moves."
"Guinea pig is staying in one corner of the cage, not exploring.",Mobility Problems,Owner Observation,"Guinea pig is staying in one corner of the cage, not exploring."
"Cat is scratching her neck raw, right where the collar sits.",Skin Irritations,Owner Observation,"Cat is scratching her neck raw, right where the collar sits."
Guinea pig has vitamin C deficiency (scurvy) causing joint pain.,Mobility Problems,Owner Observation,Guinea pig has vitamin C deficiency (scurvy) causing joint pain.
Cat has sores on her lips and tongue.,Skin Irritations,Owner Observation,Cat has sores on her lips and tongue.
Cat has scratches and scabs around her ears from scratching.,Ear Infections,Owner Observation,Cat has scratches and scabs around her ears from scratching.
My dog has exercise-induced weakness due to myasthenia gravis.,Mobility Problems,Owner Observation,My dog has exercise-induced weakness due to myasthenia gravis.
My cat has been hiding under the bed and won't eat.,Digestive Issues,Owner Observation,My cat has been hiding under the bed and won't eat.
My dog has panosteitis (growing pains).,Mobility Problems,Owner Observation,My dog has panosteitis (growing pains).
My cat has fleas even though she's an indoor cat.,Parasites,Owner Observation,My cat has fleas even though she's an indoor cat.
My dog has severe hip dysplasia confirmed by x-rays.,Mobility Problems,Owner Observation,My dog has severe hip dysplasia confirmed by x-rays.
My dog has flaky skin along his spine.,Parasites,Owner Observation,My dog has flaky skin along his spine.
My rabbit has 'walking dandruff' mites (Cheyletiella).,Parasites,Owner Observation,My rabbit has 'walking dandruff' mites (Cheyletiella).
Kitten has Coccidia causing bloody diarrhea.,Parasites,Owner Observation,Kitten has Coccidia causing bloody diarrhea.
My dog keeps shaking his head violently and scratching at his right ear.,Ear Infections,Owner Observation,My dog keeps shaking his head violently and scratching at his right ear.
"My puppy is having diarrhea accidents inside, seems urgent.",Digestive Issues,Owner Observation,"My puppy is having diarrhea accidents inside, seems urgent."
"Dog has greasy, pale, voluminous stools.",Digestive Issues,Owner Observation,"Dog has greasy, pale, voluminous stools."
Cat is sensitive to noises.,Ear Infections,Owner Observation,Cat is sensitive to noises.
"Guinea pig is limping, possibly due to lack of Vitamin C.",Mobility Problems,Owner Observation,"Guinea pig is limping, possibly due to lack of Vitamin C."
Puppy is small for his age and has chronic soft stools.,Digestive Issues,Owner Observation,Puppy is small for his age and has chronic soft stools.
Rabbit is holding its head tilted and seems unbalanced.,Mobility Problems,Owner Observation,Rabbit is holding its head tilted and seems unbalanced.
My cat has vomited several times today and is now hiding.,Digestive Issues,Owner Observation,My cat has vomited several times today and is now hiding.
"My cat has rapid, involuntary eye movements (nystagmus).",Ear Infections,Owner Observation,"My cat has rapid, involuntary eye movements (nystagmus)."
Cat seems deaf in one ear.,Ear Infections,Owner Observation,Cat seems deaf in one ear.
My cat has really bad breath and sometimes vomits yellow foam.,Digestive Issues,Owner Observation,My cat has really bad breath and sometimes vomits yellow foam.
"Kitten is anemic (pale gums) and lethargic, suspecting heavy flea or worm burden.",Parasites,Owner Observation,"Kitten is anemic (pale gums) and lethargic, suspecting heavy flea or worm burden."
Rabbit has a fractured leg.,Mobility Problems,Owner Observation,Rabbit has a fractured leg.
Dog is swallowing repeatedly and licking his nose.,Digestive Issues,Owner Observation,Dog is swallowing repeatedly and licking his nose.
My dog has developed dark pigmentation on previously pink skin.,Skin Irritations,Owner Observation,My dog has developed dark pigmentation on previously pink skin.
My cat vomited pink-tinged fluid.,Digestive Issues,Owner Observation,My cat vomited pink-tinged fluid.
My dog cries when getting up or lying down.,Mobility Problems,Owner Observation,My dog cries when getting up or lying down.
My cat has developed a lump that feels fatty under the skin.,Skin Irritations,Owner Observation,My cat has developed a lump that feels fatty under the skin.
Rabbit has developed urine scald from inability to posture correctly.,Mobility Problems,Owner Observation,Rabbit has developed urine scald from inability to posture correctly.
Cat is irritable or aggressive when touched in certain areas.,Mobility Problems,Owner Observation,Cat is irritable or aggressive when touched in certain areas.
"Dog has chronic ear infections, vet mentioned allergies.",Ear Infections,Owner Observation,"Dog has chronic ear infections, vet mentioned allergies."
Puppy whimpers if I gently squeeze the base of his ear.,Ear Infections,Owner Observation,Puppy whimpers if I gently squeeze the base of his ear.
"Ferret has ear mites, visible as dark debris.",Parasites,Owner Observation,"Ferret has ear mites, visible as dark debris."
Guinea pig's back legs seem completely limp.,Mobility Problems,Owner Observation,Guinea pig's back legs seem completely limp.
My guinea pig’s sides are red and scabby.,Skin Irritations,Owner Observation,My guinea pig’s sides are red and scabby.
My puppy walks stiffly for the first few steps after waking up.,Mobility Problems,Owner Observation,My puppy walks stiffly for the first few steps after waking up.
Ferret has itchy skin and some hair loss on its tail.,Skin Irritations,Owner Observation,Ferret has itchy skin and some hair loss on its tail.
My puppy's littermates also have ear problems.,Ear Infections,Owner Observation,My puppy's littermates also have ear problems.
My cat's eyes are darting back and forth rapidly.,Ear Infections,Owner Observation,My cat's eyes are darting back and forth rapidly.
My dog walks with his back arched upwards.,Mobility Problems,Owner Observation,My dog walks with his back arched upwards.
"Dog's limp is worse after resting (e.g., morning stiffness).",Mobility Problems,Owner Observation,"Dog's limp is worse after resting (e.g., morning stiffness)."
Cat is excessively grooming her front legs.,Skin Irritations,Owner Observation,Cat is excessively grooming her front legs.
My puppy got something stuck in his ear (grass seed?).,Ear Infections,Owner Observation,My puppy got something stuck in his ear (grass seed?).
My dog's skin turns red and blotchy after walks in the grass.,Skin Irritations,Owner Observation,My dog's skin turns red and blotchy after walks in the grass.
Dog has intense itching primarily at night.,Skin Irritations,Owner Observation,Dog has intense itching primarily at night.
My dog has bone cancer causing severe leg pain.,Mobility Problems,Owner Observation,My dog has bone cancer causing severe leg pain.
Ferret is vomiting shortly after every meal.,Digestive Issues,Owner Observation,Ferret is vomiting shortly after every meal.
"My dog has recurring ear problems, especially after swimming.",Ear Infections,Owner Observation,"My dog has recurring ear problems, especially after swimming."
"Cat has been chewing her hind legs, leaving raw spots.",Skin Irritations,Owner Observation,"Cat has been chewing her hind legs, leaving raw spots."
Pet ate spoiled food and now has diarrhea.,Digestive Issues,Owner Observation,Pet ate spoiled food and now has diarrhea.
My dog's back legs seem to cross over when he walks.,Mobility Problems,Owner Observation,My dog's back legs seem to cross over when he walks.
Ferret needs a flea treatment that is safe and effective for them.,Parasites,Owner Observation,Ferret needs a flea treatment that is safe and effective for them.
My dog has intervertebral disc condition (IVDD).,Mobility Problems,Owner Observation,My dog has intervertebral disc condition (IVDD).
Guinea pig is dragging its hind legs behind it.,Mobility Problems,Owner Observation,Guinea pig is dragging its hind legs behind it.
Cat is overgrooming areas near painful joints.,Mobility Problems,Owner Observation,Cat is overgrooming areas near painful joints.
My cat has been hiding and refusing food for a day.,Digestive Issues,Owner Observation,My cat has been hiding and refusing food for a day.
My dog ate fatty table scraps and is now vomiting and painful.,Digestive Issues,Owner Observation,My dog ate fatty table scraps and is now vomiting and painful.
"My rabbit has fleas, likely from the dog.",Parasites,Owner Observation,"My rabbit has fleas, likely from the dog."
Cat is suddenly unable to use her back legs and is crying in pain.,Mobility Problems,Owner Observation,Cat is suddenly unable to use her back legs and is crying in pain.
My dog yelps when other dogs play near his head.,Ear Infections,Owner Observation,My dog yelps when other dogs play near his head.
"My dog seems restless and uncomfortable, pacing after meals.",Digestive Issues,Owner Observation,"My dog seems restless and uncomfortable, pacing after meals."
Dog has chronic ear issues that flare up when his skin allergies act up.,Ear Infections,Owner Observation,Dog has chronic ear issues that flare up when his skin allergies act up.
"Cat is hiding, seems lethargic, and occasionally shakes her head.",Ear Infections,Owner Observation,"Cat is hiding, seems lethargic, and occasionally shakes her head."
My puppy's ears require frequent cleaning as a preventative measure.,Ear Infections,Owner Observation,My puppy's ears require frequent cleaning as a preventative measure.
My dog groans when lying down or changing positions.,Mobility Problems,Owner Observation,My dog groans when lying down or changing positions.
"Kitten may have resistant parasites or Tritrichomonas, further testing needed.",Parasites,Owner Observation,"Kitten may have resistant parasites or Tritrichomonas, further testing needed."
My cat has developed scabs along her spine.,Skin Irritations,Owner Observation,My cat has developed scabs along her spine.
Puppy vomited pieces of chewed-up fabric.,Digestive Issues,Owner Observation,Puppy vomited pieces of chewed-up fabric.
"Cat is lethargic and hiding, along with the head shaking.",Ear Infections,Owner Observation,"Cat is lethargic and hiding, along with the head shaking."
Dog has what looks like a small skin tag or growth inside his ear.,Ear Infections,Owner Observation,Dog has what looks like a small skin tag or growth inside his ear.
"My cat used to sleep on the top bunk, now she stays on the floor.",Mobility Problems,Owner Observation,"My cat used to sleep on the top bunk, now she stays on the floor."
Hamster is not eating or drinking and looks hunched over.,Digestive Issues,Owner Observation,Hamster is not eating or drinking and looks hunched over.
"Ferret has waxy ears, could be mites or just wax buildup.",Ear Infections,Owner Observation,"Ferret has waxy ears, could be mites or just wax buildup."
Dog has blood and mucus in his diarrhea.,Digestive Issues,Owner Observation,Dog has blood and mucus in his diarrhea.
My dog has underlying food allergies that seem to trigger the ear infections.,Ear Infections,Owner Observation,My dog has underlying food allergies that seem to trigger the ear infections.
"My cat stopped using the litter box, maybe it's hard to get into.",Mobility Problems,Owner Observation,"My cat stopped using the litter box, maybe it's hard to get into."
"My ferret seems itchy, rubbing against things.",Parasites,Owner Observation,"My ferret seems itchy, rubbing against things."
Cat is less playful than usual.,Mobility Problems,Owner Observation,Cat is less playful than usual.
Cat has scratched the fur off behind and below her ears.,Ear Infections,Owner Observation,Cat has scratched the fur off behind and below her ears.
Puppy has localized demodectic mange on his face.,Parasites,Owner Observation,Puppy has localized demodectic mange on his face.
Ferret is pawing at its mouth and seems nauseous.,Digestive Issues,Owner Observation,Ferret is pawing at its mouth and seems nauseous.
Cat hesitates before jumping down.,Mobility Problems,Owner Observation,Cat hesitates before jumping down.
Ferret has ear mites causing head shaking.,Parasites,Owner Observation,Ferret has ear mites causing head shaking.
Cat has blisters appearing on her skin.,Skin Irritations,Owner Observation,Cat has blisters appearing on her skin.
"There's black, waxy gunk coming out of my dog's ears.",Ear Infections,Owner Observation,"There's black, waxy gunk coming out of my dog's ears."
My dog's ear smells yeasty.,Ear Infections,Owner Observation,My dog's ear smells yeasty.
Cat has a non-healing sore on her ear flap.,Skin Irritations,Owner Observation,Cat has a non-healing sore on her ear flap.
Dog has chronic whipworm infection.,Parasites,Owner Observation,Dog has chronic whipworm infection.
Rabbit is sitting hunched and grinding its teeth.,Digestive Issues,Owner Observation,Rabbit is sitting hunched and grinding its teeth.
"Dog has trouble squatting to poop, sometimes falls over.",Mobility Problems,Owner Observation,"Dog has trouble squatting to poop, sometimes falls over."
Puppy has a dull coat and is underweight.,Parasites,Owner Observation,Puppy has a dull coat and is underweight.
Cat has started pooping outside the litter box on the rug.,Mobility Problems,Owner Observation,Cat has started pooping outside the litter box on the rug.
"My dog's movement seems restricted, less range of motion.",Mobility Problems,Owner Observation,"My dog's movement seems restricted, less range of motion."
My dog's skin seems greasy and has a strong odor.,Skin Irritations,Owner Observation,My dog's skin seems greasy and has a strong odor.
"My dog walks with short, choppy steps.",Mobility Problems,Owner Observation,"My dog walks with short, choppy steps."
My dog has extremely foul-smelling gas.,Digestive Issues,Owner Observation,My dog has extremely foul-smelling gas.
My bird has scaly mites on its legs.,Parasites,Owner Observation,My bird has scaly mites on its legs.
Rabbit looks dull and isn't drinking much water.,Digestive Issues,Owner Observation,Rabbit looks dull and isn't drinking much water.
Dog has diarrhea with a fishy odor.,Digestive Issues,Owner Observation,Dog has diarrhea with a fishy odor.
Dog has a rash after swimming in a pond.,Skin Irritations,Owner Observation,Dog has a rash after swimming in a pond.
Dog has bouts of vomiting and diarrhea that come and go.,Digestive Issues,Owner Observation,Dog has bouts of vomiting and diarrhea that come and go.
Dog has chronic large bowel diarrhea due to whipworms.,Parasites,Owner Observation,Dog has chronic large bowel diarrhea due to whipworms.
Puppy has mild redness and a small amount of wax in both ears.,Ear Infections,Owner Observation,Puppy has mild redness and a small amount of wax in both ears.
The discharge from my dog's ear looks slightly bloody.,Ear Infections,Owner Observation,The discharge from my dog's ear looks slightly bloody.
Ferret is pawing at his mouth and drooling.,Digestive Issues,Owner Observation,Ferret is pawing at his mouth and drooling.
The skin between my dog's toes is red and inflamed.,Skin Irritations,Owner Observation,The skin between my dog's toes is red and inflamed.
My puppy seems dizzy.,Ear Infections,Owner Observation,My puppy seems dizzy.
My rabbit developed an abscess below its ear.,Ear Infections,Owner Observation,My rabbit developed an abscess below its ear.
My cat has a swollen lower lip.,Skin Irritations,Owner Observation,My cat has a swollen lower lip.
"My cat passed several long, white, round worms in her stool.",Parasites,Owner Observation,"My cat passed several long, white, round worms in her stool."
My cat has fleas resistant to the spot-on treatment I used.,Parasites,Owner Observation,My cat has fleas resistant to the spot-on treatment I used.
Cat seems to have nerve damage in her front leg after an injury.,Mobility Problems,Owner Observation,Cat seems to have nerve damage in her front leg after an injury.
Dog has hookworm anemia.,Parasites,Owner Observation,Dog has hookworm anemia.
"My dog's hind legs seem uncoordinated, crossing over each other.",Mobility Problems,Owner Observation,"My dog's hind legs seem uncoordinated, crossing over each other."
Dog has yellowish diarrhea.,Digestive Issues,Owner Observation,Dog has yellowish diarrhea.
Guinea pig is not moving around its cage much.,Mobility Problems,Owner Observation,Guinea pig is not moving around its cage much.
"Dog has adult-onset generalized demodicosis, need to check for underlying issues.",Parasites,Owner Observation,"Dog has adult-onset generalized demodicosis, need to check for underlying issues."
"My kitten has fleas, I saw them jumping.",Parasites,Owner Observation,"My kitten has fleas, I saw them jumping."
Dog has developed bald spots on his muzzle and around his eyes.,Parasites,Owner Observation,Dog has developed bald spots on his muzzle and around his eyes.
"Ferret has tiny black specks in its fur, might be dirt or bugs.",Skin Irritations,Owner Observation,"Ferret has tiny black specks in its fur, might be dirt or bugs."
My cat doesn't seem to hear me approaching from one side.,Ear Infections,Owner Observation,My cat doesn't seem to hear me approaching from one side.
Dog has itchy bumps primarily on his back near the tail.,Skin Irritations,Owner Observation,Dog has itchy bumps primarily on his back near the tail.
My dog has lost muscle mass in his hind legs.,Mobility Problems,Owner Observation,My dog has lost muscle mass in his hind legs.
"Cat vomited something that looked dark brown, like old blood.",Digestive Issues,Owner Observation,"Cat vomited something that looked dark brown, like old blood."
"Dog has black, tar-like stool.",Digestive Issues,Owner Observation,"Dog has black, tar-like stool."
"Cat has itchy, crusty lesions on the bridge of her nose.",Skin Irritations,Owner Observation,"Cat has itchy, crusty lesions on the bridge of her nose."
Dog’s ears have a greasy discharge and bad smell.,Ear Infections,Owner Observation,Dog’s ears have a greasy discharge and bad smell.
Cat’s ears are hot and have a yeasty smell.,Ear Infections,Owner Observation,Cat’s ears are hot and have a yeasty smell.
My cat has developed swelling on her lip.,Skin Irritations,Owner Observation,My cat has developed swelling on her lip.
My dog likely got tapeworms from ingesting fleas.,Parasites,Owner Observation,My dog likely got tapeworms from ingesting fleas.
My dog has had surgery (TECA) for end-stage ear condition.,Ear Infections,Owner Observation,My dog has had surgery (TECA) for end-stage ear condition.
My dog is reluctant to go up or down stairs.,Mobility Problems,Owner Observation,My dog is reluctant to go up or down stairs.
"Ferret has dark, crusty debris in his ears, likely mites.",Parasites,Owner Observation,"Ferret has dark, crusty debris in his ears, likely mites."
Dog tires easily on walks and wants to turn back early.,Mobility Problems,Owner Observation,Dog tires easily on walks and wants to turn back early.
My dog's kneecap pops in and out of place (luxating patella).,Mobility Problems,Owner Observation,My dog's kneecap pops in and out of place (luxating patella).
My rabbit has sores on its feet and is losing fur there.,Parasites,Owner Observation,My rabbit has sores on its feet and is losing fur there.
My cat vomited something that looked like a small worm.,Parasites,Owner Observation,My cat vomited something that looked like a small worm.
Ferret has hind limb paralysis.,Mobility Problems,Owner Observation,Ferret has hind limb paralysis.
"Dog has red, irritated skin and black specks (like dirt) that turn red when wet.",Parasites,Owner Observation,"Dog has red, irritated skin and black specks (like dirt) that turn red when wet."
"Ferret is anemic, possibly due to fleas.",Parasites,Owner Observation,"Ferret is anemic, possibly due to fleas."
"Cat moves very deliberately, almost like she's walking on eggshells.",Mobility Problems,Owner Observation,"Cat moves very deliberately, almost like she's walking on eggshells."
"Noticed a thick, dark brown discharge inside my dog's ear flap.",Ear Infections,Owner Observation,"Noticed a thick, dark brown discharge inside my dog's ear flap."
Puppy cries and tries to bite when I touch near his left ear.,Ear Infections,Owner Observation,Puppy cries and tries to bite when I touch near his left ear.
My cat's fur along her spine looks greasy and matted.,Skin Irritations,Owner Observation,My cat's fur along her spine looks greasy and matted.
The opening to my dog's ear canal looks swollen almost closed.,Ear Infections,Owner Observation,The opening to my dog's ear canal looks swollen almost closed.
Cat is rubbing the side of her head on the floor and furniture.,Ear Infections,Owner Observation,Cat is rubbing the side of her head on the floor and furniture.
Dog has a hematoma that keeps refilling after being drained.,Ear Infections,Owner Observation,Dog has a hematoma that keeps refilling after being drained.
Cat is grooming her belly so much it's almost bald.,Parasites,Owner Observation,Cat is grooming her belly so much it's almost bald.
Dog has small blood spots on the skin where he's been scratching.,Skin Irritations,Owner Observation,Dog has small blood spots on the skin where he's been scratching.
Rabbit is shaking its head and scratching behind the ears.,Parasites,Owner Observation,Rabbit is shaking its head and scratching behind the ears.
The discharge from the ear is bloody.,Ear Infections,Owner Observation,The discharge from the ear is bloody.
"Dog has very dark, almost black stool.",Digestive Issues,Owner Observation,"Dog has very dark, almost black stool."
"My dog's joints seem swollen, especially his knees.",Mobility Problems,Owner Observation,"My dog's joints seem swollen, especially his knees."
My dog sometimes walks on the top of his paw instead of the pad.,Mobility Problems,Owner Observation,My dog sometimes walks on the top of his paw instead of the pad.
"Guinea pig has Trixacarus mange, causing intense itching and seizures.",Parasites,Owner Observation,"Guinea pig has Trixacarus mange, causing intense itching and seizures."
My hamster is scratching behind its ears constantly.,Skin Irritations,Owner Observation,My hamster is scratching behind its ears constantly.
"Ferret seems weak in his back legs, dragging them slightly.",Mobility Problems,Owner Observation,"Ferret seems weak in his back legs, dragging them slightly."
"My dog gets ear infections constantly, vet thinks mites might be involved.",Parasites,Owner Observation,"My dog gets ear infections constantly, vet thinks mites might be involved."
Cat has difficulty grooming her back.,Mobility Problems,Owner Observation,Cat has difficulty grooming her back.
Puppy vomited undigested food several hours after eating.,Digestive Issues,Owner Observation,Puppy vomited undigested food several hours after eating.
My cat has a drooping eyelid and smaller pupil on the same side as the head tilt.,Ear Infections,Owner Observation,My cat has a drooping eyelid and smaller pupil on the same side as the head tilt.
My senior dog is having trouble getting up from his bed.,Mobility Problems,Owner Observation,My senior dog is having trouble getting up from his bed.
"Dog strains to defecate, only producing small amounts of liquid.",Digestive Issues,Owner Observation,"Dog strains to defecate, only producing small amounts of liquid."
Ferret has orange-ish discoloration of the skin.,Skin Irritations,Owner Observation,Ferret has orange-ish discoloration of the skin.
My cat has a history of ear polyps.,Ear Infections,Owner Observation,My cat has a history of ear polyps.
"My puppy seems unsteady on his feet, like the room is spinning.",Ear Infections,Owner Observation,"My puppy seems unsteady on his feet, like the room is spinning."
"Dog trembles sometimes, especially his back legs, when standing.",Mobility Problems,Owner Observation,"Dog trembles sometimes, especially his back legs, when standing."
"Dog is intensely itchy, especially on his elbows and ear margins.",Parasites,Owner Observation,"Dog is intensely itchy, especially on his elbows and ear margins."
"My dog drags his back toenails sometimes, making a scraping sound.",Mobility Problems,Owner Observation,"My dog drags his back toenails sometimes, making a scraping sound."
"Dog has thickened, elephant-like skin in chronically itchy areas.",Skin Irritations,Owner Observation,"Dog has thickened, elephant-like skin in chronically itchy areas."
Pet struggles to get up from lying down.,Mobility Problems,Owner Observation,Pet struggles to get up from lying down.
My rabbit has redness and swelling around its genitals.,Skin Irritations,Owner Observation,My rabbit has redness and swelling around its genitals.
"Cat’s back has pink, weepy sores from scratching.",Skin Irritations,Owner Observation,"Cat’s back has pink, weepy sores from scratching."
My ferret seems itchy all over.,Parasites,Owner Observation,My ferret seems itchy all over.
"Cat keeps retching like she needs to cough up a hairball, but doesn't.",Digestive Issues,Owner Observation,"Cat keeps retching like she needs to cough up a hairball, but doesn't."
My dog ate chicken bones and is now lethargic and straining.,Digestive Issues,Owner Observation,My dog ate chicken bones and is now lethargic and straining.
My puppy has debris in his ears that looks like coffee grounds.,Ear Infections,Owner Observation,My puppy has debris in his ears that looks like coffee grounds.
"My cat seems dizzy, stumbling and walking in circles.",Ear Infections,Owner Observation,"My cat seems dizzy, stumbling and walking in circles."
Cat seems painful when the vet manipulates her legs.,Mobility Problems,Owner Observation,Cat seems painful when the vet manipulates her legs.
My rabbit’s ears are red and smell unpleasant.,Ear Infections,Owner Observation,My rabbit’s ears are red and smell unpleasant.
"Ferret has green, slimy diarrhea.",Digestive Issues,Owner Observation,"Ferret has green, slimy diarrhea."
My cat misses jumps sometimes.,Mobility Problems,Owner Observation,My cat misses jumps sometimes.
Dog has inflammation extending to the outside of the ear flap.,Ear Infections,Owner Observation,Dog has inflammation extending to the outside of the ear flap.
My dog seems to lose his balance easily.,Mobility Problems,Owner Observation,My dog seems to lose his balance easily.
"Cat vomits undigested food about once a week, seems fine otherwise.",Digestive Issues,Owner Observation,"Cat vomits undigested food about once a week, seems fine otherwise."
Puppy has mild redness in both ears.,Ear Infections,Owner Observation,Puppy has mild redness in both ears.
